Date,Home,Team,Opp,Win,Points Scored,Opp Points Scored,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Win Percentage,Season
2024-11-25,0,POR,MEM,0,98,123,34,102,0.333,8,46,0.174,22,28,0.786,19,44,22,10,7,11,21,43,87,0.494,12,28,0.429,25,34,0.735,16,60,35,7,13,19,20,0.4117647058823529,2025
2024-11-27,0,POR,IND,0,114,121,44,87,0.506,16,35,0.457,10,17,0.588,13,38,31,6,5,14,18,46,94,0.489,13,32,0.406,16,20,0.8,19,47,27,10,10,12,21,0.3888888888888889,2025
2024-11-29,1,POR,SAC,1,115,106,46,90,0.511,11,37,0.297,12,15,0.8,8,40,27,10,3,12,17,35,78,0.449,15,42,0.357,21,28,0.75,11,41,29,7,4,20,19,0.3684210526315789,2025
2024-12-01,1,POR,DAL,0,131,137,49,84,0.583,18,31,0.581,15,18,0.833,10,39,29,7,0,21,25,48,87,0.552,18,36,0.5,23,29,0.793,8,33,33,13,0,13,15,0.4,2025
2024-12-03,0,POR,LAC,0,105,127,41,80,0.513,10,29,0.345,13,16,0.813,11,29,25,6,4,18,15,47,85,0.553,19,37,0.514,14,17,0.824,11,35,29,8,8,14,14,0.3809523809523809,2025
2024-12-06,1,POR,UTA,0,99,141,37,95,0.389,14,47,0.298,11,17,0.647,6,34,23,4,7,11,22,53,96,0.552,14,32,0.438,21,23,0.913,11,61,34,6,11,14,17,0.3636363636363636,2025
2024-12-08,0,POR,LAL,0,98,107,35,84,0.417,9,36,0.25,19,21,0.905,12,49,17,4,3,18,19,38,83,0.458,13,34,0.382,18,21,0.857,8,40,25,14,7,11,20,0.3478260869565217,2025
2024-12-13,1,POR,SAS,0,116,118,42,82,0.512,16,41,0.39,16,17,0.941,8,36,25,9,5,16,22,44,85,0.518,14,30,0.467,16,21,0.762,13,41,32,5,6,15,13,0.3333333333333333,2025
2024-12-15,0,POR,PHO,0,109,116,42,94,0.447,15,49,0.306,10,13,0.769,12,48,30,6,4,13,22,43,89,0.483,15,39,0.385,15,19,0.789,12,46,23,7,2,11,13,0.32,2025
2024-12-19,1,POR,DEN,1,126,124,45,97,0.464,16,46,0.348,20,24,0.833,15,45,29,7,7,10,18,47,87,0.54,15,34,0.441,15,21,0.714,8,40,35,7,3,11,20,0.3076923076923077,2025
2024-12-21,0,POR,SAS,0,94,114,38,96,0.396,12,43,0.279,6,9,0.667,11,44,21,8,3,13,15,44,93,0.473,10,36,0.278,16,18,0.889,12,49,33,7,13,12,12,0.3333333333333333,2025
2024-12-23,0,POR,DAL,0,108,132,43,93,0.462,8,29,0.276,14,19,0.737,16,48,23,6,1,19,25,48,90,0.533,12,36,0.333,24,34,0.706,13,41,27,10,4,11,21,0.3214285714285714,2025
2024-12-26,1,POR,UTA,1,122,120,45,89,0.506,15,38,0.395,17,22,0.773,9,43,26,10,8,11,20,41,86,0.477,21,42,0.5,17,25,0.68,11,46,26,9,5,13,16,0.3103448275862069,2025
2024-12-28,1,POR,DAL,1,126,122,46,92,0.5,11,26,0.423,23,29,0.793,14,50,27,8,7,14,19,43,89,0.483,15,38,0.395,21,26,0.808,10,40,20,6,10,13,21,0.3333333333333333,2025
2024-12-30,1,POR,PHI,0,103,125,37,77,0.481,8,36,0.222,21,30,0.7,12,33,23,8,4,26,26,43,75,0.573,11,24,0.458,28,31,0.903,8,32,20,12,3,19,27,0.3548387096774194,2025
2024-10-24,1,SAC,MIN,0,115,117,38,82,0.463,11,29,0.379,28,35,0.8,4,38,21,7,2,9,18,41,86,0.477,20,50,0.4,15,17,0.882,6,42,24,3,2,17,24,0.0,2025
2024-10-26,0,SAC,LAL,0,127,131,45,88,0.511,15,44,0.341,22,25,0.88,5,32,32,12,5,14,19,48,92,0.522,14,34,0.412,21,24,0.875,13,45,32,8,3,19,19,0.0,2025
2024-10-28,1,SAC,POR,1,111,98,37,81,0.457,14,35,0.4,23,25,0.92,9,40,25,8,6,16,27,35,83,0.422,4,22,0.182,24,30,0.8,12,46,17,5,4,18,22,0.0,2025
2024-10-29,0,SAC,UTA,1,113,96,48,92,0.522,8,31,0.258,9,14,0.643,9,49,26,9,9,12,19,35,89,0.393,14,48,0.292,12,14,0.857,12,42,24,7,4,17,16,0.3333333333333333,2025
2024-11-01,0,SAC,ATL,1,123,115,43,89,0.483,11,33,0.333,26,30,0.867,10,51,28,9,4,14,21,41,92,0.446,19,50,0.38,14,18,0.778,8,40,30,8,4,13,22,0.5,2025
2024-11-02,0,SAC,TOR,0,128,131,46,100,0.46,10,40,0.25,26,32,0.813,15,49,21,16,3,18,22,46,95,0.484,17,37,0.459,22,31,0.71,12,46,31,13,3,19,25,0.6,2025
2024-11-04,0,SAC,MIA,1,111,110,44,86,0.512,10,27,0.37,13,15,0.867,11,39,23,5,4,14,28,37,85,0.435,15,36,0.417,21,30,0.7,8,36,24,9,6,11,15,0.5,2025
2024-11-06,1,SAC,TOR,1,122,107,42,90,0.467,10,35,0.286,28,32,0.875,15,47,26,7,5,10,13,43,88,0.489,10,34,0.294,11,15,0.733,8,34,25,7,1,12,23,0.5714285714285714,2025
2024-11-08,1,SAC,LAC,0,98,107,37,78,0.474,3,26,0.115,21,24,0.875,5,35,19,6,3,14,19,36,81,0.444,14,30,0.467,21,23,0.913,12,48,20,7,2,21,21,0.625,2025
2024-11-10,0,SAC,PHO,1,127,118,50,102,0.49,11,37,0.297,16,19,0.842,8,57,23,7,3,15,20,44,105,0.419,18,57,0.316,12,15,0.8,8,48,30,11,3,12,19,0.5555555555555556,2025
2024-11-11,0,SAC,SAS,0,96,116,39,91,0.429,10,38,0.263,8,9,0.889,9,37,18,11,4,11,14,43,85,0.506,22,46,0.478,8,8,1.0,8,44,31,5,5,18,10,0.6,2025
2024-11-13,1,SAC,PHO,1,127,104,50,78,0.641,15,28,0.536,12,17,0.706,6,45,38,7,8,17,20,36,97,0.371,13,43,0.302,19,26,0.731,19,40,23,12,2,10,12,0.5454545454545454,2025
2024-11-15,1,SAC,MIN,0,126,130,48,96,0.5,12,37,0.324,18,20,0.9,11,51,21,6,7,13,17,48,101,0.475,20,49,0.408,14,16,0.875,10,41,26,9,4,11,19,0.5833333333333334,2025
2024-11-16,1,SAC,UTA,1,121,117,42,83,0.506,19,41,0.463,18,25,0.72,9,35,24,6,3,14,29,37,75,0.493,12,26,0.462,31,42,0.738,11,33,16,11,3,16,20,0.5384615384615384,2025
2024-11-18,1,SAC,ATL,0,108,109,37,85,0.435,20,46,0.435,14,19,0.737,9,45,24,9,4,17,20,39,83,0.47,16,38,0.421,15,18,0.833,6,37,34,7,7,14,19,0.5714285714285714,2025
2024-11-22,0,SAC,LAC,0,88,104,32,83,0.386,7,35,0.2,17,24,0.708,8,48,19,5,8,15,13,39,94,0.415,10,42,0.238,16,16,1.0,11,54,27,13,3,12,24,0.5333333333333333,2025
2024-11-24,1,SAC,BRK,0,103,108,37,77,0.481,9,25,0.36,20,31,0.645,11,44,21,6,6,16,22,36,75,0.48,19,39,0.487,17,25,0.68,6,31,24,7,5,14,23,0.5,2025
2024-11-25,1,SAC,OKC,0,109,130,42,87,0.483,8,32,0.25,17,23,0.739,9,31,24,10,4,12,22,48,86,0.558,14,31,0.452,20,25,0.8,11,44,28,6,3,15,18,0.4705882352941176,2025
2024-11-27,0,SAC,MIN,1,115,104,46,94,0.489,12,37,0.324,11,15,0.733,12,47,28,8,3,17,21,33,74,0.446,14,39,0.359,24,27,0.889,4,33,25,11,9,15,19,0.4444444444444444,2025
2024-11-29,0,SAC,POR,0,106,115,35,78,0.449,15,42,0.357,21,28,0.75,11,41,29,7,4,20,19,46,90,0.511,11,37,0.297,12,15,0.8,8,40,27,10,3,12,17,0.4736842105263157,2025
2024-12-01,1,SAC,SAS,0,125,127,47,101,0.465,12,32,0.375,19,24,0.792,21,51,32,8,5,10,23,42,82,0.512,23,46,0.5,20,24,0.833,8,38,32,6,9,16,17,0.45,2025
2024-12-03,1,SAC,HOU,1,120,111,47,91,0.516,14,30,0.467,12,20,0.6,10,34,33,7,8,10,20,41,93,0.441,14,39,0.359,15,21,0.714,18,53,14,6,1,16,23,0.4285714285714285,2025
2024-12-05,0,SAC,MEM,0,110,115,39,98,0.398,8,35,0.229,24,28,0.857,14,46,19,11,1,13,23,38,80,0.475,13,38,0.342,26,32,0.813,9,49,27,9,5,22,21,0.4545454545454545,2025
2024-12-06,0,SAC,SAS,1,140,113,51,90,0.567,16,34,0.471,22,24,0.917,7,44,33,7,6,11,20,39,91,0.429,14,41,0.341,21,30,0.7,12,42,28,8,5,14,20,0.4347826086956521,2025
2024-12-08,1,SAC,UTA,1,141,97,57,100,0.57,22,44,0.5,5,8,0.625,9,43,39,10,7,8,17,31,80,0.388,15,42,0.357,20,21,0.952,9,38,21,6,6,20,17,0.4583333333333333,2025
2024-12-12,0,SAC,NOP,1,111,109,37,92,0.402,10,33,0.303,27,29,0.931,17,50,24,12,2,11,19,39,83,0.47,14,37,0.378,17,20,0.85,10,43,22,6,4,17,22,0.48,2025
2024-12-16,1,SAC,DEN,0,129,130,49,102,0.48,12,35,0.343,19,20,0.95,11,42,28,10,9,11,23,51,102,0.5,10,28,0.357,18,24,0.75,15,55,38,9,4,15,18,0.5,2025
2024-12-19,1,SAC,LAL,0,100,113,37,82,0.451,11,29,0.379,15,22,0.682,4,43,27,7,6,16,20,38,94,0.404,12,33,0.364,25,30,0.833,14,53,22,8,10,13,16,0.4814814814814814,2025
2024-12-21,1,SAC,LAL,0,99,103,39,90,0.433,10,37,0.27,11,14,0.786,11,46,25,10,1,14,20,40,83,0.482,9,35,0.257,14,21,0.667,9,48,23,10,6,14,14,0.4642857142857143,2025
2024-12-22,1,SAC,IND,0,95,122,35,96,0.365,12,38,0.316,13,17,0.765,15,47,21,3,3,10,11,50,86,0.581,17,39,0.436,5,8,0.625,6,50,36,7,5,12,15,0.4482758620689655,2025
2024-12-26,1,SAC,DET,0,113,114,39,82,0.476,14,39,0.359,21,26,0.808,8,44,20,3,6,14,20,38,91,0.418,17,44,0.386,21,25,0.84,10,44,25,6,4,10,22,0.4333333333333333,2025
2024-12-28,0,SAC,LAL,0,122,132,50,98,0.51,11,40,0.275,11,15,0.733,13,39,38,7,2,10,26,46,77,0.597,14,26,0.538,26,33,0.788,4,33,33,4,3,11,13,0.4193548387096774,2025
2024-12-30,1,SAC,DAL,1,110,100,42,100,0.42,10,32,0.313,16,19,0.842,18,58,25,8,1,16,23,32,76,0.421,12,31,0.387,24,29,0.828,2,36,17,8,13,18,20,0.40625,2025
2024-10-24,0,SAS,DAL,0,109,120,39,86,0.453,12,36,0.333,19,24,0.792,12,52,30,6,5,19,18,42,102,0.412,19,44,0.432,17,23,0.739,17,50,27,9,5,10,21,0.0,2025
2024-10-26,1,SAS,HOU,1,109,106,39,79,0.494,8,20,0.4,23,28,0.821,10,49,23,6,7,17,18,38,92,0.413,13,41,0.317,17,21,0.81,8,34,21,10,3,11,24,0.0,2025
2024-10-28,1,SAS,HOU,0,101,106,37,87,0.425,10,33,0.303,17,21,0.81,17,49,22,6,6,17,21,35,85,0.412,15,37,0.405,21,24,0.875,13,43,20,6,2,12,23,0.5,2025
2024-10-30,0,SAS,OKC,0,93,105,35,85,0.412,12,36,0.333,11,13,0.846,13,52,22,6,6,22,8,41,89,0.461,17,41,0.415,6,8,0.75,5,39,28,18,6,14,15,0.3333333333333333,2025
2024-10-31,0,SAS,UTA,1,106,88,38,92,0.413,12,43,0.279,18,23,0.783,11,42,25,17,7,11,17,32,82,0.39,7,32,0.219,17,19,0.895,15,53,19,6,6,26,19,0.25,2025
2024-11-02,1,SAS,MIN,1,113,103,43,83,0.518,13,42,0.31,14,17,0.824,7,44,32,6,5,13,16,39,82,0.476,11,37,0.297,14,20,0.7,6,32,21,7,2,13,16,0.4,2025
2024-11-04,0,SAS,LAC,0,104,113,38,86,0.442,11,41,0.268,17,19,0.895,12,45,22,9,10,14,16,41,90,0.456,19,37,0.514,12,17,0.706,16,44,25,6,7,11,21,0.5,2025
2024-11-06,0,SAS,HOU,0,100,127,37,83,0.446,14,36,0.389,12,16,0.75,8,41,20,6,6,20,13,54,96,0.563,10,27,0.37,9,15,0.6,11,45,28,10,5,12,13,0.4285714285714285,2025
2024-11-07,1,SAS,POR,1,118,105,44,82,0.537,16,39,0.41,14,18,0.778,12,45,35,9,4,16,15,41,86,0.477,9,32,0.281,14,22,0.636,14,41,23,7,3,14,14,0.375,2025
2024-11-09,1,SAS,UTA,0,110,111,38,85,0.447,17,47,0.362,17,19,0.895,6,37,29,8,10,20,26,38,82,0.463,10,33,0.303,25,35,0.714,9,45,23,13,4,18,20,0.4444444444444444,2025
2024-11-11,1,SAS,SAC,1,116,96,43,85,0.506,22,46,0.478,8,8,1.0,8,44,31,5,5,18,10,39,91,0.429,10,38,0.263,8,9,0.889,9,37,18,11,4,11,14,0.4,2025
2024-11-13,1,SAS,WAS,1,139,130,48,92,0.522,18,44,0.409,25,32,0.781,8,39,38,7,7,9,15,49,95,0.516,18,44,0.409,14,16,0.875,11,41,27,5,5,18,23,0.4545454545454545,2025
2024-11-15,1,SAS,LAL,0,115,120,43,88,0.489,17,45,0.378,12,16,0.75,11,40,32,6,5,13,19,44,88,0.5,14,31,0.452,18,23,0.783,10,41,27,10,3,12,11,0.5,2025
2024-11-16,0,SAS,DAL,0,93,110,28,88,0.318,11,40,0.275,26,30,0.867,13,45,21,10,9,12,17,44,94,0.468,8,31,0.258,14,18,0.778,13,53,26,9,7,15,18,0.4615384615384615,2025
2024-11-19,1,SAS,OKC,1,110,104,39,83,0.47,19,46,0.413,13,19,0.684,8,46,32,5,5,21,13,41,100,0.41,16,53,0.302,6,7,0.857,13,47,24,16,4,14,18,0.4285714285714285,2025
2024-11-21,1,SAS,UTA,1,126,118,41,88,0.466,9,32,0.281,35,46,0.761,11,51,32,8,9,11,20,41,98,0.418,13,45,0.289,23,26,0.885,12,49,22,4,7,14,29,0.4666666666666667,2025
2024-11-23,1,SAS,GSW,1,104,94,38,85,0.447,13,47,0.277,15,19,0.789,9,48,29,5,9,9,16,36,95,0.379,14,44,0.318,8,13,0.615,17,49,29,4,3,10,21,0.5,2025
2024-11-26,0,SAS,UTA,1,128,115,45,93,0.484,18,48,0.375,20,26,0.769,13,39,30,12,5,10,17,43,84,0.512,13,35,0.371,16,20,0.8,10,41,24,6,4,21,20,0.5294117647058824,2025
2024-11-27,1,SAS,LAL,0,101,119,36,85,0.424,14,40,0.35,15,16,0.938,11,38,26,7,4,15,13,48,90,0.533,13,34,0.382,10,10,1.0,11,46,31,8,3,13,15,0.5555555555555556,2025
2024-12-01,0,SAS,SAC,1,127,125,42,82,0.512,23,46,0.5,20,24,0.833,8,38,32,6,9,16,17,47,101,0.465,12,32,0.375,19,24,0.792,21,51,32,8,5,10,23,0.5263157894736842,2025
2024-12-03,0,SAS,PHO,0,93,104,35,100,0.35,8,44,0.182,15,20,0.75,18,53,26,9,2,14,17,38,78,0.487,11,32,0.344,17,21,0.81,2,44,26,10,5,14,16,0.55,2025
2024-12-05,1,SAS,CHI,0,124,139,44,95,0.463,8,28,0.286,28,39,0.718,15,41,26,11,4,11,17,52,90,0.578,17,37,0.459,18,23,0.783,11,50,36,6,5,19,26,0.5238095238095238,2025
2024-12-06,1,SAS,SAC,0,113,140,39,91,0.429,14,41,0.341,21,30,0.7,12,42,28,8,5,14,20,51,90,0.567,16,34,0.471,22,24,0.917,7,44,33,7,6,11,20,0.5,2025
2024-12-08,1,SAS,NOP,1,121,116,42,93,0.452,12,39,0.308,25,31,0.806,16,55,27,7,11,13,18,43,99,0.434,13,38,0.342,17,21,0.81,13,43,26,9,8,8,21,0.4782608695652174,2025
2024-12-13,0,SAS,POR,1,118,116,44,85,0.518,14,30,0.467,16,21,0.762,13,41,32,5,6,15,13,42,82,0.512,16,41,0.39,16,17,0.941,8,36,25,9,5,16,22,0.5,2025
2024-12-15,1,SAS,MIN,0,92,106,37,91,0.407,11,45,0.244,7,9,0.778,12,50,34,6,8,19,18,40,100,0.4,12,35,0.343,14,16,0.875,14,51,26,11,4,12,13,0.52,2025
2024-12-19,1,SAS,ATL,1,133,126,49,101,0.485,19,42,0.452,16,23,0.696,8,42,32,15,8,17,15,46,97,0.474,16,38,0.421,18,21,0.857,12,53,32,14,6,23,22,0.5,2025
2024-12-21,1,SAS,POR,1,114,94,44,93,0.473,10,36,0.278,16,18,0.889,12,49,33,7,13,12,12,38,96,0.396,12,43,0.279,6,9,0.667,11,44,21,8,3,13,15,0.5185185185185185,2025
2024-12-23,0,SAS,PHI,0,106,111,37,81,0.457,15,45,0.333,17,18,0.944,3,42,24,4,12,18,21,39,93,0.419,16,44,0.364,17,23,0.739,9,47,22,11,2,11,18,0.5357142857142857,2025
2024-12-25,0,SAS,NYK,0,114,117,42,83,0.506,16,38,0.421,14,17,0.824,8,45,33,3,6,15,15,45,100,0.45,13,39,0.333,14,16,0.875,17,47,26,7,3,5,17,0.5172413793103449,2025
2024-12-27,0,SAS,BRK,1,96,87,32,78,0.41,12,28,0.429,20,27,0.741,11,43,26,10,8,15,11,35,90,0.389,12,41,0.293,5,8,0.625,12,45,22,8,4,18,22,0.5,2025
2024-12-29,0,SAS,MIN,0,110,112,38,87,0.437,11,39,0.282,23,28,0.821,8,41,25,6,4,10,18,43,100,0.43,11,44,0.25,15,19,0.789,18,56,23,4,5,10,23,0.5161290322580645,2025
2024-12-31,1,SAS,LAC,1,122,86,48,98,0.49,9,40,0.225,17,19,0.895,15,58,37,10,7,9,15,30,87,0.345,11,41,0.268,15,18,0.833,10,41,17,7,3,14,15,0.5,2025
2024-10-23,1,TOR,CLE,0,106,136,36,86,0.419,12,31,0.387,22,29,0.759,14,38,25,8,6,19,24,51,87,0.586,14,30,0.467,20,26,0.769,8,36,29,10,9,13,22,0.0,2025
2024-10-25,1,TOR,PHI,1,115,107,35,76,0.461,6,23,0.261,39,46,0.848,18,54,25,11,13,27,34,29,76,0.382,9,29,0.31,40,53,0.755,10,28,19,11,5,16,32,0.0,2025
2024-10-26,0,TOR,MIN,0,101,112,41,90,0.456,10,29,0.345,9,13,0.692,12,46,29,9,4,20,22,39,83,0.47,14,37,0.378,20,26,0.769,9,41,29,9,8,13,16,0.5,2025
2024-10-28,1,TOR,DEN,0,125,127,49,109,0.45,10,35,0.286,17,21,0.81,18,54,30,7,7,15,27,47,96,0.49,9,20,0.45,24,30,0.8,15,52,29,6,6,16,20,0.3333333333333333,2025
2024-10-30,0,TOR,CHO,0,133,138,52,91,0.571,9,28,0.321,20,30,0.667,13,41,37,9,5,14,25,49,94,0.521,20,45,0.444,20,25,0.8,14,38,31,9,8,16,24,0.25,2025
2024-11-01,1,TOR,LAL,0,125,131,52,107,0.486,10,35,0.286,11,13,0.846,15,44,35,4,6,11,29,42,88,0.477,11,32,0.344,36,41,0.878,9,43,29,6,5,10,17,0.2,2025
2024-11-02,1,TOR,SAC,1,131,128,46,95,0.484,17,37,0.459,22,31,0.71,12,46,31,13,3,19,25,46,100,0.46,10,40,0.25,26,32,0.813,15,49,21,16,3,18,22,0.1666666666666666,2025
2024-11-04,0,TOR,DEN,0,119,121,47,103,0.456,13,39,0.333,12,18,0.667,14,41,38,12,3,14,27,41,83,0.494,10,31,0.323,29,38,0.763,14,44,29,9,10,17,21,0.2857142857142857,2025
2024-11-06,0,TOR,SAC,0,107,122,43,88,0.489,10,34,0.294,11,15,0.733,8,34,25,7,1,12,23,42,90,0.467,10,35,0.286,28,32,0.875,15,47,26,7,5,10,13,0.25,2025
2024-11-09,0,TOR,LAC,0,103,105,40,95,0.421,11,37,0.297,12,21,0.571,12,44,26,8,5,10,23,35,76,0.461,10,26,0.385,25,32,0.781,7,47,18,6,8,14,20,0.2222222222222222,2025
2024-11-10,0,TOR,LAL,0,103,123,37,82,0.451,10,29,0.345,19,22,0.864,12,40,26,2,2,18,23,44,86,0.512,12,37,0.324,23,28,0.821,10,33,30,9,4,5,15,0.2,2025
2024-11-12,0,TOR,MIL,0,85,99,30,86,0.349,9,25,0.36,16,20,0.8,17,54,20,11,6,22,11,38,94,0.404,16,56,0.286,7,12,0.583,12,47,25,16,9,17,18,0.1818181818181818,2025
2024-11-15,1,TOR,DET,0,95,99,35,97,0.361,8,31,0.258,17,22,0.773,17,53,21,7,6,15,13,39,95,0.411,8,38,0.211,13,20,0.65,14,56,24,8,8,14,16,0.1666666666666666,2025
2024-11-16,0,TOR,BOS,0,123,126,50,98,0.51,9,23,0.391,14,21,0.667,15,46,35,3,2,9,19,44,99,0.444,21,61,0.344,17,19,0.895,14,42,30,2,6,9,20,0.1538461538461538,2025
2024-11-18,1,TOR,IND,1,130,119,48,82,0.585,14,29,0.483,20,28,0.714,10,46,27,5,9,23,26,44,99,0.444,15,40,0.375,16,20,0.8,12,32,29,17,5,11,19,0.1428571428571428,2025
2024-11-21,1,TOR,MIN,1,110,105,37,72,0.514,7,23,0.304,29,39,0.744,10,43,22,11,1,17,24,33,80,0.413,12,35,0.343,27,33,0.818,10,40,16,12,5,17,24,0.2,2025
2024-11-24,0,TOR,CLE,0,108,122,37,92,0.402,12,39,0.308,22,34,0.647,19,55,22,9,5,16,18,48,97,0.495,16,41,0.39,10,14,0.714,14,49,27,11,4,14,21,0.25,2025
2024-11-25,0,TOR,DET,0,100,102,41,104,0.394,10,35,0.286,8,10,0.8,23,50,26,7,5,10,27,34,76,0.447,12,37,0.324,22,31,0.71,6,38,27,4,7,14,19,0.2352941176470588,2025
2024-11-27,0,TOR,NOP,1,119,93,47,95,0.495,21,52,0.404,4,12,0.333,12,52,38,11,4,16,16,36,93,0.387,11,35,0.314,10,16,0.625,10,47,24,12,4,17,16,0.2222222222222222,2025
2024-11-29,0,TOR,MIA,0,111,121,43,80,0.538,11,29,0.379,14,17,0.824,10,46,34,4,3,19,17,43,94,0.457,21,54,0.389,14,17,0.824,9,33,32,10,0,10,19,0.2631578947368421,2025
2024-12-01,1,TOR,MIA,1,119,116,47,88,0.534,10,29,0.345,15,20,0.75,10,47,30,4,5,16,23,39,88,0.443,15,40,0.375,23,28,0.821,12,45,25,11,4,14,17,0.25,2025
2024-12-03,1,TOR,IND,1,122,111,44,81,0.543,13,33,0.394,21,29,0.724,6,42,28,9,4,21,26,38,84,0.452,12,30,0.4,23,28,0.821,9,34,21,8,6,21,23,0.2857142857142857,2025
2024-12-05,1,TOR,OKC,0,92,129,32,90,0.356,11,45,0.244,17,20,0.85,12,51,24,5,7,20,16,49,102,0.48,17,47,0.362,14,17,0.824,13,55,28,15,11,6,16,0.3181818181818182,2025
2024-12-07,1,TOR,DAL,0,118,125,43,93,0.462,15,39,0.385,17,18,0.944,8,39,37,13,3,13,22,38,81,0.469,17,45,0.378,32,37,0.865,14,52,21,10,8,18,16,0.3043478260869565,2025
2024-12-09,1,TOR,NYK,0,108,113,43,96,0.448,13,35,0.371,9,11,0.818,17,51,23,4,4,13,16,42,82,0.512,17,40,0.425,12,19,0.632,6,40,32,7,7,10,13,0.2916666666666667,2025
2024-12-12,0,TOR,MIA,0,104,114,41,92,0.446,11,32,0.344,11,15,0.733,9,42,29,8,5,12,24,40,83,0.482,13,32,0.406,21,32,0.656,11,52,21,4,3,17,11,0.28,2025
2024-12-16,1,TOR,CHI,0,121,122,45,92,0.489,9,26,0.346,22,30,0.733,10,44,28,7,6,18,21,43,93,0.462,14,40,0.35,22,28,0.786,8,41,33,12,8,12,23,0.2692307692307692,2025
2024-12-19,1,TOR,BRK,0,94,101,34,86,0.395,15,44,0.341,11,14,0.786,10,34,26,6,4,12,29,33,82,0.402,9,39,0.231,26,31,0.839,15,53,18,3,6,17,21,0.2592592592592592,2025
2024-12-22,1,TOR,HOU,0,110,114,42,92,0.457,17,43,0.395,9,13,0.692,11,42,33,10,3,21,25,40,89,0.449,7,28,0.25,27,33,0.818,18,53,18,12,6,21,14,0.25,2025
2024-12-23,0,TOR,NYK,0,125,139,42,77,0.545,11,28,0.393,30,37,0.811,4,30,28,6,3,15,25,51,86,0.593,17,37,0.459,20,29,0.69,8,35,34,9,1,17,27,0.2413793103448276,2025
2024-12-26,0,TOR,MEM,0,126,155,49,108,0.454,14,43,0.326,14,18,0.778,13,40,39,8,3,15,23,58,109,0.532,18,45,0.4,21,29,0.724,24,63,36,8,8,18,18,0.2333333333333333,2025
2024-12-29,1,TOR,ATL,0,107,136,38,85,0.447,7,24,0.292,24,27,0.889,15,52,26,10,4,31,26,46,95,0.484,18,45,0.4,26,35,0.743,14,40,30,22,8,15,19,0.2258064516129032,2025
2024-12-31,0,TOR,BOS,0,71,125,27,86,0.314,10,40,0.25,7,11,0.636,14,44,18,8,4,21,16,47,87,0.54,22,43,0.512,9,15,0.6,11,49,29,14,7,13,10,0.21875,2025
2024-10-23,1,UTA,MEM,0,124,126,40,85,0.471,10,26,0.385,34,45,0.756,14,49,21,7,9,17,24,43,91,0.473,17,45,0.378,23,32,0.719,13,41,28,7,5,13,35,0.0,2025
2024-10-25,1,UTA,GSW,0,86,127,29,92,0.315,9,42,0.214,19,26,0.731,14,45,18,8,5,22,11,51,106,0.481,20,50,0.4,5,6,0.833,19,60,35,15,6,15,25,0.0,2025
2024-10-28,0,UTA,DAL,0,102,110,34,92,0.37,10,35,0.286,24,29,0.828,15,50,24,7,5,15,17,43,95,0.453,11,39,0.282,13,17,0.765,13,50,27,9,12,14,23,0.0,2025
2024-10-29,1,UTA,SAC,0,96,113,35,89,0.393,14,48,0.292,12,14,0.857,12,42,24,7,4,17,16,48,92,0.522,8,31,0.258,9,14,0.643,9,49,26,9,9,12,19,0.0,2025
2024-10-31,1,UTA,SAS,0,88,106,32,82,0.39,7,32,0.219,17,19,0.895,15,53,19,6,6,26,19,38,92,0.413,12,43,0.279,18,23,0.783,11,42,25,17,7,11,17,0.0,2025
2024-11-02,0,UTA,DEN,0,103,129,32,77,0.416,13,42,0.31,26,31,0.839,8,39,24,7,8,24,22,48,99,0.485,16,32,0.5,17,23,0.739,19,52,33,14,1,18,25,0.0,2025
2024-11-04,0,UTA,CHI,1,135,126,48,89,0.539,16,36,0.444,23,30,0.767,12,49,35,3,6,13,18,45,95,0.474,14,37,0.378,22,25,0.88,10,36,36,7,7,9,23,0.0,2025
2024-11-07,0,UTA,MIL,0,100,123,33,77,0.429,17,41,0.415,17,18,0.944,8,39,24,5,5,22,19,43,84,0.512,15,35,0.429,22,30,0.733,11,41,20,13,3,11,21,0.1428571428571428,2025
2024-11-09,0,UTA,SAS,1,111,110,38,82,0.463,10,33,0.303,25,35,0.714,9,45,23,13,4,18,20,38,85,0.447,17,47,0.362,17,19,0.895,6,37,29,8,10,20,26,0.125,2025
2024-11-12,1,UTA,PHO,0,112,120,45,92,0.489,15,38,0.395,7,9,0.778,12,39,32,7,3,13,17,43,86,0.5,18,39,0.462,16,22,0.727,10,42,21,6,11,10,11,0.2222222222222222,2025
2024-11-14,1,UTA,DAL,1,115,113,43,85,0.506,13,34,0.382,16,21,0.762,16,40,25,11,2,20,20,43,85,0.506,12,39,0.308,15,20,0.75,11,30,25,11,10,17,18,0.2,2025
2024-11-16,0,UTA,SAC,0,117,121,37,75,0.493,12,26,0.462,31,42,0.738,11,33,16,11,3,16,20,42,83,0.506,19,41,0.463,18,25,0.72,9,35,24,6,3,14,29,0.2727272727272727,2025
